c1	c2	num
Bulgaria	Turkmenistan	1
Bulgaria	Turks and Caicos Islands	0
Bulgaria	Tuvalu	0
Bulgaria	Uganda	1
Bulgaria	Ukraine	47
Bulgaria	United Arab Emirates	29
Bulgaria	United Kingdom	52
Bulgaria	United States	34
Bulgaria	Uruguay	0
Bulgaria	Uzbekistan	2
Bulgaria	Venezuela	0
Bulgaria	Vietnam	2
Bulgaria	West Bank	0
Bulgaria	Yemen	0
Bulgaria	Zambia	0
Bulgaria	Zimbabwe	0
Burkina Faso	Afghanistan	0
Burkina Faso	Algeria	0
Burkina Faso	Australia	0
Burkina Faso	Austria	0
Burkina Faso	Bahrain	0
Burkina Faso	Bangladesh	2
Burkina Faso	Barbados	0
Burkina Faso	Belgium	1
Burkina Faso	Benin	1967
Burkina Faso	Brazil	0
Burkina Faso	Burundi	0
Burkina Faso	Cameroon	1
Burkina Faso	Canada	1
Burkina Faso	Chad	1
Burkina Faso	China	29
Burkina Faso	Colombia	0
Burkina Faso	Congo, Democratic Republic of the	0
Burkina Faso	Congo, Republic of the	0
Burkina Faso	Cote d'Ivoire	2785
Burkina Faso	Dem. People's Korea, South	0
Burkina Faso	Denmark	5
Burkina Faso	Egypt	1
Burkina Faso	Equatorial Guinea	0
Burkina Faso	Ethiopia	3
Burkina Faso	Finland	0
Burkina Faso	France	14
Burkina Faso	Gabon	1
Burkina Faso	Gambia, The	0
Burkina Faso	Germany	2
Burkina Faso	Ghana	3074
Burkina Faso	Greece	0
Burkina Faso	Guatemala	0
Burkina Faso	Guinea-Bissau	0
Burkina Faso	Hong Kong	0
Burkina Faso	India	1
Burkina Faso	Indonesia	11
Burkina Faso	Iran	0
Burkina Faso	Ireland	0
Burkina Faso	Italy	1
Burkina Faso	Japan	12
Burkina Faso	Jordan	0
Burkina Faso	Kenya	1
Burkina Faso	Korea, South	0
Burkina Faso	Kuwait	0
Burkina Faso	Lebanon	0
Burkina Faso	Liberia	0
Burkina Faso	Libya	0
Burkina Faso	Madagascar	0
Burkina Faso	Malaysia	13
Burkina Faso	Mali	6776
Burkina Faso	Mauritania	0
Burkina Faso	Morocco	0
Burkina Faso	Netherlands	3
Burkina Faso	New Zealand	0
Burkina Faso	Niger	3170
Burkina Faso	Nigeria	0
Burkina Faso	Norway	0
Burkina Faso	Pakistan	0
Burkina Faso	Philippines	1
Burkina Faso	Poland	0
Burkina Faso	Portugal	0
Burkina Faso	Romania	0
Burkina Faso	Russia	0
Burkina Faso	Rwanda	0
Burkina Faso	Saudi Arabia	0
Burkina Faso	Senegal	5
Burkina Faso	Sierra Leone	0
Burkina Faso	Singapore	29
Burkina Faso	South Africa	2
Burkina Faso	Spain	0
Burkina Faso	Sudan	0
Burkina Faso	Suriname	0
Burkina Faso	Sweden	0
Burkina Faso	Switzerland	11
Burkina Faso	Syria	0
Burkina Faso	Tanzania	0
Burkina Faso	Thailand	3
Burkina Faso	Togo	671
Burkina Faso	Tunisia	0
Burkina Faso	Turkey	1
Burkina Faso	Uganda	3
Burkina Faso	United Arab Emirates	1
Burkina Faso	United Kingdom	2
Burkina Faso	United States	1
Burkina Faso	Uruguay	0
Burkina Faso	Vanuatu	2
Burkina Faso	Zambia	0
Burma	Argentina	1
Burma	Australia	1
Burma	Austria	1
Burma	Bahrain	0
Burma	Bangladesh	2324
Burma	Belgium	0
Burma	Botswana	0
Burma	Brazil	0
Burma	Bulgaria	1
Burma	Cameroon	0
Burma	Canada	0
Burma	Chile	0
Burma	China	18246
Burma	Colombia	0
Burma	Costa Rica	0
Burma	Cote d'Ivoire	9
Burma	Czech Republic	0
Burma	Denmark	0
Burma	Dominican Republic	0
Burma	Egypt	0
Burma	France	0
Burma	Georgia	4
Burma	Greece	0
Burma	Hong Kong	165
Burma	Hungary	0
Burma	India	12646
Burma	Indonesia	4
Burma	Iran	0
Burma	Iraq	0
Burma	Ireland	0
Burma	Israel	0
Burma	Italy	1
Burma	Japan	22
Burma	Jordan	0
Burma	Korea, South	13
Burma	Kuwait	7
Burma	Laos	2034
Burma	Lebanon	0
Burma	Macau	0
Burma	Malaysia	17
Burma	Mexico	0
Burma	Netherlands	1
Burma	New Zealand	0
Burma	Norway	0
Burma	Oman	0
Burma	Pakistan	2
Burma	Panama	0
Burma	Philippines	2
Burma	Poland	0
Burma	Portugal	0
Burma	Qatar	0
Burma	Romania	0
Burma	Russia	1
Burma	Saudi Arabia	3
Burma	Singapore	28
Burma	South Africa	2
Burma	Spain	3
Burma	Sri Lanka	0
Burma	Sweden	0
Burma	Switzerland	0
Burma	Thailand	20977
Burma	Turkey	1
Burma	Ukraine	0
Burma	United Arab Emirates	3
Burma	United Kingdom	4
Burma	United States	0
Burma	Uruguay	0
Burma	Venezuela	0
Burma	Vietnam	6
Burma	Yemen	0
Burundi	Belgium	0
Burundi	Brazil	0
Burundi	Burkina Faso	0
Burundi	Cambodia	0
Burundi	Cameroon	0
Burundi	Canada	0
Burundi	China	0
Burundi	Congo, Democratic Republic of the	2152
Burundi	Congo, Republic of the	0
Burundi	Cote d'Ivoire	0
Burundi	Denmark	0
Burundi	Dominican Republic	0
Burundi	Egypt	0
Burundi	Equatorial Guinea	0
Burundi	Ethiopia	0
Burundi	France	2
Burundi	Germany	0
Burundi	Guinea	0
Burundi	Haiti	0
Burundi	Hong Kong	0
Burundi	India	1
Burundi	Italy	0
Burundi	Japan	1
Burundi	Kenya	0
Burundi	Korea, South	0
Burundi	Lebanon	0
Burundi	Malawi	0
Burundi	Mali	0
Burundi	Morocco	0
Burundi	Netherlands	0
Burundi	Papua New Guinea	0
Burundi	Rwanda	2874
Burundi	Saudi Arabia	0
Burundi	Senegal	0
Burundi	Sierra Leone	0
Burundi	South Africa	0
Burundi	Switzerland	0
Burundi	Tanzania	5372
Burundi	Thailand	0
Burundi	Turkey	0
Burundi	Uganda	0
Burundi	Ukraine	1
Burundi	United Arab Emirates	0
Burundi	United Kingdom	1
Burundi	United States	0
Cabo Verde	Angola	0
Cabo Verde	Belgium	0
Cabo Verde	Colombia	0
Cabo Verde	Denmark	0
Cabo Verde	Egypt	0
Cabo Verde	El Salvador	0
Cabo Verde	France	0
Cabo Verde	Germany	0
Cabo Verde	Ghana	0
Cabo Verde	Guinea-Bissau	0
Cabo Verde	India	0
Cabo Verde	Italy	1
Cabo Verde	Lebanon	0
Cabo Verde	Libya	0
Cabo Verde	Luxembourg	0
Cabo Verde	Mexico	0
Cabo Verde	Netherlands	0
Cabo Verde	Portugal	2
Cabo Verde	Sao Tome and Principe	0
Cabo Verde	Senegal	0
Cabo Verde	Singapore	0
Cabo Verde	Spain	9
Cabo Verde	Sweden	0
Cabo Verde	United Arab Emirates	0
Cabo Verde	United Kingdom	0
Cabo Verde	United States	0
Cambodia	Afghanistan	0
Cambodia	Albania	0
Cambodia	Algeria	0
Cambodia	Angola	0
Cambodia	Antigua and Barbuda	0
Cambodia	Argentina	1
Cambodia	Australia	4
Cambodia	Austria	2
Cambodia	Bahamas, The	0
Cambodia	Bahrain	0
Cambodia	Bangladesh	0
Cambodia	Belgium	12
Cambodia	Belize	0
Cambodia	Benin	0
Cambodia	Bolivia	0
Cambodia	Brazil	2
Cambodia	Bulgaria	1
Cambodia	Burkina Faso	0
Cambodia	Burma	0
Cambodia	Cabo Verde	0
Cambodia	Cameroon	0
Cambodia	Canada	31
Cambodia	Chile	1
Cambodia	China	18
Cambodia	Colombia	0
Cambodia	Congo, Republic of the	0
Cambodia	Costa Rica	0
Cambodia	Cote d'Ivoire	0
Cambodia	Croatia	0
Cambodia	Cyprus	0
Cambodia	Czech Republic	1
Cambodia	Dem. People's Korea, South	0
Cambodia	Denmark	2
Cambodia	Dominica	0
Cambodia	Dominican Republic	0
Cambodia	Ecuador	0
Cambodia	Egypt	0
Cambodia	El Salvador	0
Cambodia	Equatorial Guinea	0
Cambodia	Estonia	0
Cambodia	Ethiopia	0
Cambodia	Fiji	0
Cambodia	Finland	0
Cambodia	France	10
Cambodia	French Polynesia	0
Cambodia	Gabon	1
Cambodia	Gambia, The	0
Cambodia	Germany	39
Cambodia	Ghana	0
Cambodia	Greece	1
Cambodia	Greenland	0
Cambodia	Guam	0
Cambodia	Guatemala	0
Cambodia	Guinea	0
Cambodia	Haiti	0
Cambodia	Honduras	0
Cambodia	Hong Kong	101
Cambodia	Hungary	0
Cambodia	India	0
Cambodia	Indonesia	1
Cambodia	Iran	0
Cambodia	Iraq	0
Cambodia	Ireland	1
Cambodia	Israel	0
Cambodia	Italy	10
Cambodia	Japan	21
Cambodia	Jordan	0
Cambodia	Kenya	0
Cambodia	Korea, South	6
Cambodia	Kuwait	0
Cambodia	Laos	3391
Cambodia	Latvia	0
Cambodia	Lebanon	0
Cambodia	Lesotho	0
Cambodia	Libya	0
Cambodia	Lithuania	0
Cambodia	Luxembourg	1
Cambodia	Macau	0
Cambodia	Malawi	0
Cambodia	Malaysia	8
Cambodia	Maldives	0
Cambodia	Mali	2
Cambodia	Malta	0
Cambodia	Mauritania	0
Cambodia	Mauritius	0
Cambodia	Mexico	3
Cambodia	Mongolia	0
Cambodia	Montenegro	0
Cambodia	Namibia	0
Cambodia	Nepal	0
Cambodia	Netherlands	11
Cambodia	New Caledonia	0
Cambodia	New Zealand	0
Cambodia	Nicaragua	0
Cambodia	Nigeria	0
Cambodia	Niue	0
Cambodia	Norway	1
Cambodia	Oman	0
Cambodia	Pakistan	0
Cambodia	Panama	1
Cambodia	Papua New Guinea	0
Cambodia	Paraguay	0
Cambodia	Peru	0
Cambodia	Philippines	1
Cambodia	Poland	7
Cambodia	Portugal	0
Cambodia	Qatar	0
Cambodia	Romania	0
Cambodia	Russia	3
Cambodia	Rwanda	0
Cambodia	Sao Tome and Principe	0
Cambodia	Saudi Arabia	0
Cambodia	Senegal	0
Cambodia	Sierra Leone	0
Cambodia	Singapore	51
Cambodia	Slovakia	0
Cambodia	Slovenia	0
Cambodia	South Africa	1
Cambodia	Spain	13
Cambodia	Sri Lanka	0
Cambodia	Sudan	0
Cambodia	Suriname	0
Cambodia	Swaziland	0
Cambodia	Sweden	3
Cambodia	Switzerland	2
Cambodia	Syria	0
Cambodia	Tanzania	0
Cambodia	Thailand	5007
Cambodia	Timor-Leste	0
Cambodia	Togo	0
Cambodia	Trinidad and Tobago	0
Cambodia	Tunisia	0
Cambodia	Turkey	2
Cambodia	Uganda	0
Cambodia	Ukraine	0
Cambodia	United Arab Emirates	2
Cambodia	United Kingdom	46
Cambodia	United States	139
Cambodia	Uruguay	0
Cambodia	Vanuatu	0
Cambodia	Venezuela	0
Cambodia	Vietnam	7082
Cambodia	Yemen	0
Cambodia	Zambia	0
Cambodia	Zimbabwe	0
Cameroon	Albania	0
Cameroon	Algeria	0
Cameroon	Andorra	0
Cameroon	Angola	2
Cameroon	Antigua and Barbuda	0
Cameroon	Argentina	0
Cameroon	Australia	0
Cameroon	Austria	0
Cameroon	Bangladesh	0
Cameroon	Belgium	14
Cameroon	Benin	1
Cameroon	Brazil	1
Cameroon	Bulgaria	0
Cameroon	Burkina Faso	1
Cameroon	Burundi	0
Cameroon	Canada	0
Cameroon	Central African Republic	4157
Cameroon	Chad	5154
Cameroon	China	79
Cameroon	Comoros	0
Cameroon	Congo, Democratic Republic of the	12
Cameroon	Congo, Republic of the	2288
Cameroon	Costa Rica	0
Cameroon	Cote d'Ivoire	1
Cameroon	Croatia	0
Cameroon	Curaçao	2
Cameroon	Cyprus	0
Cameroon	Czech Republic	0
Cameroon	Dem. People's Korea, South	0
Cameroon	Denmark	0
Cameroon	Djibouti	0
Cameroon	Dominican Republic	0
Cameroon	Egypt	0
Cameroon	Equatorial Guinea	856
Cameroon	Estonia	0
Cameroon	Ethiopia	0
Cameroon	Finland	0
Cameroon	Fr. South Antarctic Terr.	0
Cameroon	France	45
Cameroon	Gabon	1619
Cameroon	Gambia, The	0
Cameroon	Germany	4
Cameroon	Ghana	2
Cameroon	Gibraltar	4
Cameroon	Greece	0
Cameroon	Hong Kong	0
Cameroon	India	13
Cameroon	Indonesia	1
Cameroon	Ireland	0
Cameroon	Israel	0
Cameroon	Italy	27
Cameroon	Japan	0
Cameroon	Jordan	0
Cameroon	Kenya	0
Cameroon	Korea, South	0
Cameroon	Kuwait	0
Cameroon	Latvia	0
Cameroon	Lebanon	0
Cameroon	Liberia	1
Cameroon	Lithuania	0
Cameroon	Luxembourg	0
Cameroon	Madagascar	0
Cameroon	Malaysia	6
Cameroon	Mali	0
Cameroon	Malta	0
Cameroon	Mauritania	0
Cameroon	Mauritius	0
Cameroon	Mexico	0
Cameroon	Morocco	1
Cameroon	Mozambique	0
Cameroon	Namibia	0
Cameroon	Netherlands	59
Cameroon	New Caledonia	0
Cameroon	New Zealand	0
Cameroon	Niger	0
Cameroon	Nigeria	9122
Cameroon	Norway	0
Cameroon	Oman	0
Cameroon	Pakistan	0
Cameroon	Papua New Guinea	0
Cameroon	Philippines	0
Cameroon	Poland	2
Cameroon	Portugal	61
Cameroon	Qatar	0
Cameroon	Romania	0
Cameroon	Russia	0
Cameroon	Rwanda	0
Cameroon	Saint Vincent and the Grenadines	0
Cameroon	Sao Tome and Principe	0
Cameroon	Saudi Arabia	1
Cameroon	Senegal	3
Cameroon	Serbia	0
Cameroon	Sierra Leone	0
Cameroon	Singapore	0
Cameroon	Slovakia	0
Cameroon	Slovenia	1
Cameroon	South Africa	0
Cameroon	Spain	58
Cameroon	Sudan	0
Cameroon	Sweden	1
Cameroon	Switzerland	1
Cameroon	Tanzania	0
Cameroon	Thailand	1
Cameroon	Togo	6
Cameroon	Tunisia	1
Cameroon	Turkey	2
Cameroon	Turkmenistan	0
Cameroon	Uganda	0
Cameroon	United Arab Emirates	1
Cameroon	United Kingdom	10
Cameroon	United States	22
Cameroon	Venezuela	0
Cameroon	Vietnam	5
Cameroon	Zambia	0
Cameroon	Zimbabwe	0
Canada	Afghanistan	4
Canada	Albania	3
Canada	Algeria	33
Canada	American Samoa	0
Canada	Andorra	0
Canada	Angola	7
Canada	Anguilla	0
Canada	Antarctica	0
Canada	Antigua and Barbuda	1
Canada	Argentina	25
Canada	Armenia	1
Canada	Aruba	1
Canada	Australia	147
Canada	Austria	37
Canada	Azerbaijan	3
Canada	Bahamas, The	17
Canada	Bahrain	3
Canada	Bangladesh	58
Canada	Barbados	13
Canada	Belarus	0
Canada	Belgium	217
Canada	Belize	1
Canada	Benin	2
Canada	Bermuda	4
Canada	Bhutan	0
Canada	Bolivia	2
Canada	Bosnia and Herzegovina	0
Canada	Botswana	24
Canada	Br. Indian Ocean Terr.	0
Canada	Br. Virgin Islands	0
Canada	Brazil	217
Canada	Bulgaria	7
Canada	Burkina Faso	5
Canada	Burma	1
Canada	Burundi	0
Canada	Cabo Verde	0
Canada	Cambodia	0
Canada	Cameroon	4
Canada	Cayman Islands	5
Canada	Central African Republic	0
Canada	Chad	2
Canada	Chile	71
Canada	China	1803
Canada	Christmas Islands	0
Canada	Cocos Islands	0
Canada	Colombia	63
Canada	Comoros	0
Canada	Congo, Democratic Republic of the	2
Canada	Congo, Republic of the	2
Canada	Cook Islands	0
Canada	Costa Rica	10
Canada	Cote d'Ivoire	3
Canada	Croatia	2
Canada	Cuba	41
Canada	Curaçao	4
Canada	Cyprus	1
Canada	Czech Republic	12
Canada	Dem. People's Korea, South	0
Canada	Denmark	21
Canada	Djibouti	0
Canada	Dominica	0
Canada	Dominican Republic	14
Canada	Ecuador	27
Canada	Egypt	44
Canada	El Salvador	4
Canada	Equatorial Guinea	0
Canada	Eritrea	0
Canada	Estonia	2
Canada	Ethiopia	2
Canada	Falkland Islands (Malvinas)	0
Canada	Faroe Islands	0
Canada	Fiji	1
Canada	Finland	31
Canada	Fr. South Antarctic Terr.	0
Canada	France	266
Canada	French Polynesia	2
Canada	Gabon	3
Canada	Gambia, The	0
Canada	Georgia	3
Canada	Germany	292
Canada	Ghana	23
Canada	Gibraltar	7
Canada	Greece	8
Canada	Greenland	1
Canada	Grenada	0
Canada	Guam	0
Canada	Guatemala	9
Canada	Guinea	1
Canada	Guinea-Bissau	0
Canada	Guyana	2
Canada	Haiti	3
Canada	Honduras	4
Canada	Hong Kong	175
Canada	Hungary	13
Canada	Iceland	4
Canada	India	244
Canada	Indonesia	167
Canada	Iran	1
Canada	Iraq	17
Canada	Ireland	38
Canada	Israel	34
Canada	Italy	168
Canada	Jamaica	11
Canada	Japan	892
Canada	Jordan	6
Canada	Kazakhstan	15
Canada	Kenya	10
Canada	Kiribati	0
Canada	Korea, South	302
Canada	Kuwait	12
Canada	Kyrgyzstan	1
Canada	Laos	1
Canada	Latvia	13
Canada	Lebanon	7
Canada	Lesotho	0
Canada	Liberia	1
Canada	Libya	11
Canada	Lithuania	8
Canada	Luxembourg	8
Canada	Macau	2
Canada	Macedonia	1
Canada	Madagascar	2
Canada	Malawi	1
Canada	Malaysia	69
Canada	Maldives	1
Canada	Mali	1
Canada	Malta	10
Canada	Mauritania	2
Canada	Mauritius	0
Canada	Mexico	476
Canada	Moldova	0
Canada	Mongolia	3
Canada	Montenegro	0
Canada	Montserrat	0
Canada	Morocco	39
Canada	Mozambique	5
Canada	Namibia	1
Canada	Nauru	0
Canada	Nepal	1
Canada	Netherlands	315
Canada	New Caledonia	1
Canada	New Zealand	35
Canada	Nicaragua	3
Canada	Niger	0
Canada	Nigeria	41
Canada	Norfolk Islands	0
Canada	Norway	181
Canada	Oman	12
Canada	Pakistan	15
Canada	Panama	8
Canada	Papua New Guinea	2
Canada	Paraguay	2
Canada	Peru	53
Canada	Philippines	53
Canada	Pitcairn	0
Canada	Poland	40
Canada	Portugal	21
Canada	Qatar	11
Canada	Romania	9
Canada	Russia	124
Canada	Rwanda	1
Canada	Saint Helena	0
Canada	Saint Kitts and Nevis	1
Canada	Saint Lucia	1
Canada	Saint Pierre and Miquelon	2
Canada	Saint Vincent and the Grenadines	1
Canada	Samoa	0
Canada	Sao Tome and Principe	0
Canada	Saudi Arabia	81
Canada	Senegal	2
Canada	Serbia	1
Canada	Seychelles	2
Canada	Sierra Leone	1
Canada	Singapore	83
Canada	Slovakia	4
Canada	Slovenia	1
Canada	Solomon Islands	0
Canada	Somalia	0
Canada	South Africa	41
Canada	Spain	82
Canada	Sri Lanka	16
Canada	Sudan	13
Canada	Suriname	1
Canada	Swaziland	0
Canada	Sweden	31
Canada	Switzerland	59
Canada	Syria	0
Canada	Tajikistan	1
Canada	Tanzania	7
Canada	Thailand	58
Canada	Timor-Leste	0
Canada	Togo	1
Canada	Tonga	0
Canada	Trinidad and Tobago	30
Canada	Tunisia	9
Canada	Turkey	80
Canada	Turkmenistan	1
Canada	Turks and Caicos Islands	0
Canada	Uganda	2
Canada	Ukraine	18
Canada	United Arab Emirates	98
Canada	United Kingdom	527
Canada	United States	65816
Canada	United States Minor Outlying Islands	1
Canada	Uruguay	4
Canada	Uzbekistan	0
Canada	Vanuatu	0
Canada	Venezuela	69
Canada	Vietnam	38
Canada	Wallis and Futuna Islands	0
Canada	Yemen	2
Canada	Zambia	2
Canada	Zimbabwe	0
Central African Republic	Austria	0
Central African Republic	Belgium	0
Central African Republic	Brazil	0
Central African Republic	Bulgaria	0
Central African Republic	Cameroon	804
Central African Republic	Canada	0
Central African Republic	Chad	1387
Central African Republic	China	1
Central African Republic	Congo, Democratic Republic of the	1558
Central African Republic	Congo, Republic of the	434
Central African Republic	Cote d'Ivoire	0
Central African Republic	Croatia	0
Central African Republic	Cyprus	0
Central African Republic	Denmark	0
Central African Republic	Egypt	0
Central African Republic	Finland	0
Central African Republic	France	3
Central African Republic	Gabon	0
Central African Republic	Germany	1
Central African Republic	Ghana	0
Central African Republic	Hong Kong	0
Central African Republic	India	0
Central African Republic	Indonesia	0
Central African Republic	Ireland	0
Central African Republic	Israel	0
Central African Republic	Italy	0
Central African Republic	Japan	2
Central African Republic	Kenya	0
Central African Republic	Korea, South	0
Central African Republic	Lebanon	0
Central African Republic	Luxembourg	0
Central African Republic	Malaysia	0
Central African Republic	Morocco	0
Central African Republic	Namibia	0
Central African Republic	Netherlands	0
Central African Republic	Nigeria	0
Central African Republic	Pakistan	0
Central African Republic	Poland	0
Central African Republic	Portugal	0
Central African Republic	Saudi Arabia	0
Central African Republic	Senegal	0
Central African Republic	Singapore	0
Central African Republic	Slovakia	0
Central African Republic	South Africa	1
Central African Republic	South Sudan	941
Central African Republic	Spain	0
Central African Republic	Sudan	155
Central African Republic	Sweden	0
Central African Republic	Switzerland	0
Central African Republic	Thailand	0
Central African Republic	Togo	0
Central African Republic	Tunisia	0
Central African Republic	Turks and Caicos Islands	0
Central African Republic	Uganda	0
Central African Republic	Ukraine	0
Central African Republic	United Arab Emirates	0
Central African Republic	United Kingdom	0
Central African Republic	United States	0
Central African Republic	Vietnam	0
Central African Republic	Yemen	0
Chad	Cameroon	1988
Chad	Central African Republic	2772
Chad	Libya	1871
Chad	Niger	2131
Chad	Nigeria	151
Chad	Sudan	2499
Chile	Albania	0
Chile	Algeria	0
Chile	Angola	1
Chile	Anguilla	0
Chile	Antigua and Barbuda	0
Chile	Argentina	14988
Chile	Armenia	0
Chile	Aruba	0
Chile	Australia	73
Chile	Austria	4
Chile	Azerbaijan	0
Chile	Bahamas, The	0
Chile	Bahrain	11
Chile	Bangladesh	1
Chile	Barbados	0
Chile	Belarus	1
Chile	Belgium	126
Chile	Belize	0
Chile	Benin	0
Chile	Bermuda	0
Chile	Bolivia	2253
Chile	Bosnia and Herzegovina	0
Chile	Botswana	0
Chile	Br. Virgin Islands	0
Chile	Brazil	405
Chile	Bulgaria	47
Chile	Burkina Faso	0
Chile	Burma	0
Chile	Cabo Verde	0
Chile	Cambodia	0
Chile	Cameroon	2
Chile	Canada	95
Chile	Cayman Islands	0
Chile	China	1755
Chile	Colombia	79
Chile	Comoros	0
Chile	Congo, Democratic Republic of the	0
Chile	Congo, Republic of the	0
Chile	Cook Islands	0
Chile	Costa Rica	24
Chile	Cote d'Ivoire	0
Chile	Croatia	0
Chile	Cuba	3
Chile	Curaçao	0
Chile	Cyprus	0
Chile	Czech Republic	1
Chile	Dem. People's Korea, South	2
Chile	Denmark	12
Chile	Dominica	0
Chile	Dominican Republic	6
Chile	Ecuador	48
Chile	Egypt	2
Chile	El Salvador	4
Chile	Equatorial Guinea	1
Chile	Estonia	1
Chile	Ethiopia	0
Chile	FS Micronesia	0
Chile	Fiji	0
Chile	Finland	10
Chile	Fr. South Antarctic Terr.	0
Chile	France	101
Chile	French Polynesia	0
Chile	Gabon	0
Chile	Georgia	1
Chile	Germany	93
Chile	Ghana	1
Chile	Greece	20
Chile	Grenada	0
Chile	Guam	0
Chile	Guatemala	9
Chile	Guinea	0
Chile	Guyana	0
Chile	Haiti	1
Chile	Honduras	4
Chile	Hong Kong	16
Chile	Hungary	0
Chile	Iceland	3
Chile	India	210
Chile	Indonesia	21
Chile	Iran	0
Chile	Iraq	0
Chile	Ireland	5
Chile	Israel	6
Chile	Italy	151
Chile	Jamaica	1
Chile	Japan	700
Chile	Jordan	0
Chile	Kazakhstan	0
Chile	Kenya	0
Chile	Korea, South	390
Chile	Kuwait	1
Chile	Kyrgyzstan	0
Chile	Laos	0
Chile	Latvia	1
Chile	Lebanon	0
Chile	Liberia	0
Chile	Libya	1
Chile	Lithuania	3
Chile	Luxembourg	0
Chile	Macau	0
Chile	Macedonia	0
Chile	Madagascar	0
Chile	Malaysia	21
Chile	Maldives	0
Chile	Mali	0
Chile	Malta	0
Chile	Mauritania	0
Chile	Mauritius	0
Chile	Mexico	121
Chile	Moldova	0
Chile	Mongolia	0
Chile	Morocco	0
Chile	Mozambique	1
Chile	Namibia	0
Chile	Nepal	0
Chile	Netherlands	232
Chile	New Caledonia	0
Chile	New Zealand	3
Chile	Nicaragua	3
Chile	Niger	0
Chile	Nigeria	7
Chile	Niue	0
Chile	Norway	4
Chile	Oman	6
Chile	Pakistan	2
Chile	Panama	11
Chile	Papua New Guinea	0
Chile	Paraguay	43
Chile	Peru	553
Chile	Philippines	14
Chile	Poland	7
Chile	Portugal	3
Chile	Qatar	1
Chile	Romania	1
Chile	Russia	60
Chile	Saint Kitts and Nevis	0
Chile	Saint Lucia	0
Chile	Saint Vincent and the Grenadines	0
Chile	Samoa	0
Chile	San Marino	0
Chile	Sao Tome and Principe	0
Chile	Saudi Arabia	14
Chile	Senegal	0
Chile	Serbia	0
Chile	Seychelles	0
Chile	Sierra Leone	0
Chile	Singapore	11
Chile	Slovakia	0
Chile	Slovenia	0
Chile	South Africa	10
Chile	Spain	126
Chile	Sri Lanka	1
Chile	Sudan	0
Chile	Suriname	0
Chile	Swaziland	0
Chile	Sweden	20
Chile	Switzerland	19
Chile	Tanzania	0
Chile	Thailand	22
Chile	Togo	0
Chile	Tonga	0
Chile	Trinidad and Tobago	2
Chile	Tunisia	0
Chile	Turkey	33
Chile	Turks and Caicos Islands	0
Chile	Tuvalu	0
Chile	Ukraine	4
Chile	United Arab Emirates	13
Chile	United Kingdom	64
Chile	United States	881
Chile	Uruguay	19
Chile	Uzbekistan	0
Chile	Venezuela	48
Chile	Vietnam	28
Chile	Yemen	0
Chile	Zambia	0
Chile	Zimbabwe	0
China	Afghanistan	5532
China	Albania	29
China	Algeria	532
China	Andorra	0
China	Angola	350
China	Antigua and Barbuda	22
China	Argentina	772
China	Armenia	11
China	Aruba	2
China	Australia	3314
China	Austria	180
China	Azerbaijan	77
China	Bahamas, The	30
China	Bahrain	109
China	Bangladesh	857
China	Barbados	6
China	Belarus	77
China	Belgium	1373
China	Belize	11
China	Benin	264
China	Bermuda	17
China	Bhutan	28849
China	Bolivia	47
China	Bonaire	0
China	Bosnia and Herzegovina	8
China	Botswana	13
China	Br. Virgin Islands	1
China	Brazil	3168
China	Bulgaria	99
China	Burkina Faso	9
China	Burma	129402
China	Burundi	4
China	Cabo Verde	5
China	Cambodia	301
China	Cameroon	134
China	Canada	2579
China	Cayman Islands	1
China	Central African Republic	1
China	Chad	33
China	Chile	1157
China	Colombia	602
China	Comoros	3
China	Congo, Democratic Republic of the	84
China	Congo, Republic of the	69
China	Cook Islands	2
China	Costa Rica	82
China	Cote d'Ivoire	84
China	Croatia	123
China	Cuba	121
China	Curaçao	7
China	Cyprus	86
China	Czech Republic	603
China	Dem. People's Korea, South	320
China	Denmark	504
China	Djibouti	90
China	Dominica	2
China	Dominican Republic	92
China	Ecuador	262
China	Egypt	738
China	El Salvador	46
China	Equatorial Guinea	32
China	Eritrea	12
China	Estonia	98
China	Ethiopia	165
China	FS Micronesia	0
China	Faroe Islands	0
China	Fiji	22
China	Finland	515
China	France	2378
China	French Polynesia	4
China	Gabon	38
China	Gambia, The	27
China	Georgia	76
China	Germany	5943
China	Ghana	348
China	Gibraltar	4
China	Greece	284
China	Greenland	0
China	Grenada	1
China	Guatemala	130
China	Guinea	80
China	Guinea-Bissau	1
China	Guyana	14
China	Haiti	29
China	Honduras	71
China	Hong Kong	35931
China	Hungary	502
China	Iceland	13
China	India	165081
China	Indonesia	3259
China	Iran	1239
China	Iraq	608
China	Ireland	219
China	Israel	675
China	Italy	2273
China	Jamaica	55
China	Japan	13250
China	Jordan	303
China	Kazakhstan	107847
China	Kenya	284
China	Kiribati	2
China	Korea, North	81764
China	Korea, South	8046
China	Kuwait	236
China	Kyrgyzstan	64734
China	Laos	28878
China	Latvia	121
China	Lebanon	220
China	Lesotho	8
China	Liberia	206
China	Libya	250
China	Lithuania	149
China	Luxembourg	160
China	Macau	461
China	Macedonia	6
China	Madagascar	57
China	Malawi	19
China	Malaysia	4054
China	Maldives	9
China	Mali	24
China	Malta	222
China	Marshall Islands	126
China	Mauritania	53
China	Mauritius	57
China	Mexico	2556
China	Moldova	10
China	Mongolia	280220
China	Montenegro	8
China	Montserrat	0
China	Morocco	289
